person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,loan_burden,loan_burden_category,credit_score_category,income_category,age_category
28.0,female,High School,29572.0,3,RENT,1120.0,MEDICAL,15.51,0.04,6.0,602,Yes,0,0.0378736642770188,Low,Average,Low,Adult
26.0,female,High School,37013.0,3,RENT,4200.0,VENTURE,12.23,0.11,5.0,659,Yes,0,0.11347364439521249,Medium,Average,Low,Adult
33.0,female,Bachelor,96968.0,8,MORTGAGE,20000.0,EDUCATION,13.06,0.21,8.0,693,Yes,0,0.20625360943816518,Medium,Good,High,Adult
23.0,female,Associate,30131.0,0,OWN,7000.0,PERSONAL,12.5,0.23,3.0,569,No,0,0.2323188742491122,Medium,Poor,Low,Young
23.0,male,Bachelor,30890.0,3,RENT,5000.0,EDUCATION,10.99,0.16,4.0,655,No,0,0.16186468112657817,Medium,Average,Low,Young
32.0,male,Master,118328.0,9,MORTGAGE,5000.0,MEDICAL,8.06,0.04,6.0,619,Yes,0,0.042255425596646606,Low,Average,High,Adult
23.0,female,Associate,120911.0,0,MORTGAGE,8276.0,MEDICAL,11.83,0.07,3.0,594,Yes,0,0.06844703955802202,Low,Average,High,Young
26.0,female,Bachelor,41498.0,4,RENT,1500.0,EDUCATION,16.6,0.04,4.0,689,Yes,0,0.03614632030459299,Low,Good,Medium,Adult
28.0,female,Master,31135.0,8,RENT,3585.0,MEDICAL,12.85,0.12,9.0,686,No,0,0.11514372892243456,Medium,Good,Low,Adult
25.0,female,Associate,66392.0,1,RENT,6250.0,EDUCATION,7.92,0.09,4.0,642,Yes,0,0.09413784793348597,Low,Average,Medium,Young
24.0,male,Master,133099.0,0,RENT,12000.0,PERSONAL,7.9,0.09,3.0,651,No,0,0.09015845348199461,Low,Average,High,Young
31.0,male,Associate,25622.0,6,RENT,1000.0,MEDICAL,6.76,0.04,6.0,662,No,0,0.03902895948794005,Low,Average,Low,Adult
24.0,male,Bachelor,64536.0,3,RENT,8997.0,VENTURE,11.95,0.14,3.0,592,Yes,0,0.1394105615470435,Medium,Average,Medium,Young
28.0,female,Associate,121347.0,0,MORTGAGE,11156.0,DEBTCONSOLIDATION,12.53,0.09,3.0,639,Yes,0,0.09193469966295005,Low,Average,High,Adult
28.0,female,High School,52202.0,2,MORTGAGE,15000.0,MEDICAL,11.22,0.29,3.0,572,No,0,0.2873453124401364,Medium,Poor,Medium,Adult
28.0,male,Bachelor,72975.0,7,MORTGAGE,3000.0,VENTURE,12.41,0.04,7.0,646,No,0,0.041109969167523124,Low,Average,Medium,Adult
24.0,male,Bachelor,65775.0,1,MORTGAGE,8502.0,MEDICAL,10.82,0.13,4.0,627,Yes,0,0.1292588369441277,Medium,Average,Medium,Young
29.0,male,High School,63634.0,1,MORTGAGE,5000.0,PERSONAL,5.51,0.08,7.0,654,No,0,0.07857434704717604,Low,Average,Medium,Adult
26.0,male,High School,66065.0,6,MORTGAGE,10000.0,EDUCATION,11.08,0.15,6.0,554,Yes,0,0.1513660788617271,Medium,Poor,Medium,Adult
29.0,female,Bachelor,27333.0,8,OWN,8260.0,EDUCATION,5.42,0.3,7.0,631,No,0,0.30219880730252807,High,Average,Low,Adult
27.0,male,Bachelor,132985.0,6,MORTGAGE,5000.0,EDUCATION,12.32,0.04,3.0,597,Yes,0,0.03759822536376283,Low,Average,High,Adult
28.0,male,High School,59894.0,4,MORTGAGE,8500.0,PERSONAL,10.63,0.14,7.0,648,Yes,0,0.14191738738437906,Medium,Average,Medium,Adult
30.0,male,Associate,28099.0,7,RENT,5000.0,PERSONAL,7.81,0.18,10.0,697,Yes,0,0.17794227552581943,Medium,Good,Low,Adult
27.0,female,Bachelor,44164.0,6,MORTGAGE,2000.0,EDUCATION,12.77,0.05,7.0,627,Yes,0,0.04528575310207409,Low,Average,Medium,Adult
23.0,male,Bachelor,36646.0,0,RENT,3600.0,VENTURE,6.48,0.1,3.0,561,Yes,0,0.0982371882333679,Low,Poor,Low,Young
24.0,female,Master,35629.0,1,MORTGAGE,8583.0,MEDICAL,11.44,0.24,2.0,705,No,0,0.2408992674506722,Medium,Good,Low,Young
34.0,male,Master,49015.0,12,RENT,4000.0,PERSONAL,8.48,0.08,11.0,695,No,0,0.08160767112108538,Low,Good,Medium,Adult
26.0,female,Associate,81614.0,0,RENT,12000.0,HOMEIMPROVEMENT,12.26,0.15,5.0,607,Yes,0,0.14703359717695494,Medium,Average,High,Adult
26.0,male,High School,115088.0,6,MORTGAGE,18000.0,VENTURE,11.67,0.16,4.0,670,Yes,0,0.15640205755595718,Medium,Average,High,Adult
26.0,male,High School,231575.0,2,RENT,21813.0,VENTURE,11.06,0.09,4.0,587,Yes,0,0.09419410558134514,Low,Average,Very High,Adult
27.0,female,Master,103235.0,5,RENT,12000.0,PERSONAL,11.94,0.12,5.0,652,No,0,0.11623964740640287,Medium,Average,High,Adult
27.0,male,Bachelor,94397.0,5,RENT,6000.0,VENTURE,11.81,0.06,5.0,545,Yes,0,0.0635613419918006,Low,Poor,High,Adult
27.0,female,Associate,241293.0,2,MORTGAGE,6000.0,MEDICAL,10.25,0.02,6.0,565,No,0,0.02486603424052915,Low,Poor,Very High,Adult
23.0,male,High School,39358.0,0,MORTGAGE,1200.0,EDUCATION,7.99,0.03,2.0,633,Yes,0,0.030489354133848266,Low,Average,Low,Young
25.0,male,High School,157140.0,3,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.45,0.16,4.0,688,Yes,0,0.15909380170548557,Medium,Good,High,Young
24.0,female,Master,49069.0,0,MORTGAGE,5000.0,MEDICAL,9.31,0.1,4.0,640,No,0,0.10189732825205323,Medium,Average,Medium,Young
24.0,female,High School,35161.0,0,RENT,1565.0,MEDICAL,8.33,0.04,4.0,670,Yes,0,0.044509541821904954,Low,Average,Low,Young
34.0,female,Doctorate,104863.0,9,MORTGAGE,8000.0,MEDICAL,13.33,0.08,9.0,700,No,0,0.07629001649771606,Low,Good,High,Adult
25.0,female,Master,144785.0,4,MORTGAGE,13000.0,EDUCATION,11.29,0.09,3.0,617,Yes,0,0.08978830679973754,Low,Average,High,Young
24.0,male,Bachelor,24909.0,1,RENT,2055.0,EDUCATION,10.78,0.08,5.0,656,Yes,0,0.0825003010959894,Low,Average,Low,Young
25.0,female,Associate,37046.0,4,RENT,8000.0,MEDICAL,12.91,0.22,4.0,699,No,0,0.21594774064676348,Medium,Good,Low,Young
24.0,male,High School,92075.0,0,MORTGAGE,20000.0,EDUCATION,9.11,0.22,3.0,546,Yes,0,0.21721422753190334,Medium,Poor,High,Young
24.0,female,Associate,132832.0,1,MORTGAGE,7819.0,EDUCATION,11.01,0.06,4.0,635,Yes,0,0.05886382799325464,Low,Average,High,Young
28.0,female,Bachelor,270943.0,2,MORTGAGE,25000.0,VENTURE,15.3,0.09,6.0,656,Yes,0,0.09227032992179167,Low,Average,Very High,Adult
38.0,female,Bachelor,98162.0,16,MORTGAGE,10000.0,PERSONAL,14.27,0.1,15.0,536,Yes,0,0.1018724149874697,Medium,Poor,High,Adult
22.0,male,Associate,45381.0,0,RENT,5000.0,EDUCATION,9.31,0.11,3.0,635,Yes,0,0.11017826843833323,Medium,Average,Medium,Young
36.0,female,Associate,301021.0,16,MORTGAGE,20000.0,EDUCATION,7.88,0.07,17.0,593,Yes,0,0.06644054733722897,Low,Average,Very High,Adult
23.0,male,Master,39132.0,0,RENT,6474.0,VENTURE,8.67,0.17,3.0,639,No,0,0.16544004906470408,Medium,Average,Low,Young
26.0,male,Bachelor,78910.0,3,MORTGAGE,5000.0,PERSONAL,7.19,0.06,5.0,632,Yes,0,0.06336332530731213,Low,Average,Medium,Adult
33.0,female,Master,64571.0,12,MORTGAGE,2500.0,HOMEIMPROVEMENT,9.99,0.04,7.0,725,No,0,0.03871707113100308,Low,Good,Medium,Adult
23.0,male,Associate,79118.0,0,MORTGAGE,5000.0,EDUCATION,12.58,0.06,3.0,679,No,0,0.06319674410374378,Low,Good,Medium,Young
26.0,female,High School,51783.0,0,RENT,4999.0,DEBTCONSOLIDATION,11.0,0.1,3.0,616,Yes,0,0.09653747368827607,Low,Average,Medium,Adult
26.0,female,Bachelor,67039.0,5,RENT,4500.0,VENTURE,10.11,0.07,5.0,627,Yes,0,0.06712510628141828,Low,Average,Medium,Adult
34.0,female,Bachelor,34337.0,11,RENT,7000.0,DEBTCONSOLIDATION,12.17,0.2,13.0,696,No,0,0.20386172350525672,Medium,Good,Low,Adult
24.0,female,High School,75340.0,0,RENT,10000.0,EDUCATION,13.49,0.13,4.0,694,No,0,0.13273161667109104,Medium,Good,Medium,Young
43.0,male,High School,58597.0,19,RENT,6000.0,MEDICAL,10.99,0.1,13.0,565,Yes,0,0.10239432052835469,Medium,Poor,Medium,Middle Age
36.0,female,High School,33461.0,11,OWN,4500.0,VENTURE,7.66,0.13,13.0,672,No,0,0.13448492274588328,Medium,Good,Low,Adult
27.0,female,Bachelor,87629.0,6,RENT,15000.0,DEBTCONSOLIDATION,6.84,0.17,4.0,654,Yes,0,0.17117620878932774,Medium,Average,High,Adult
25.0,female,High School,46729.0,1,RENT,9659.0,DEBTCONSOLIDATION,10.5,0.21,3.0,697,No,0,0.2067024759785144,Medium,Good,Medium,Young
23.0,male,Associate,60777.0,2,MORTGAGE,8000.0,PERSONAL,11.06,0.13,3.0,579,Yes,0,0.13162874113562698,Medium,Poor,Medium,Young
21.0,female,Master,45293.0,0,OWN,7155.0,EDUCATION,11.37,0.16,3.0,647,No,0,0.15797143046386858,Medium,Average,Medium,Young
33.0,female,Bachelor,67087.0,9,MORTGAGE,7000.0,EDUCATION,7.68,0.1,9.0,560,Yes,0,0.10434212291502079,Medium,Poor,Medium,Adult
24.0,female,High School,54902.0,4,OWN,10500.0,VENTURE,10.21,0.19,2.0,663,Yes,0,0.19124986339295472,Medium,Average,Medium,Young
23.0,female,Bachelor,49011.0,0,RENT,11914.0,PERSONAL,11.91,0.24,4.0,613,Yes,0,0.24308828630307483,Medium,Average,Medium,Young
25.0,male,Bachelor,119521.0,5,RENT,12231.0,DEBTCONSOLIDATION,10.23,0.1,3.0,672,No,0,0.10233348114557274,Medium,Good,High,Young
25.0,female,High School,56065.0,0,RENT,9000.0,PERSONAL,8.12,0.16,3.0,602,Yes,0,0.16052795861945957,Medium,Average,Medium,Young
23.0,female,Master,115175.0,0,MORTGAGE,4976.0,EDUCATION,6.19,0.04,4.0,601,Yes,0,0.043203820273496854,Low,Average,High,Young
25.0,male,High School,72914.0,3,MORTGAGE,2013.0,PERSONAL,14.42,0.03,4.0,517,Yes,0,0.0276078668019859,Low,Poor,Medium,Young
30.0,male,High School,160224.0,1,RENT,20350.0,DEBTCONSOLIDATION,9.93,0.13,5.0,608,No,0,0.12700968643898541,Medium,Average,High,Adult
23.0,female,High School,157652.0,0,MORTGAGE,30000.0,EDUCATION,8.63,0.19,4.0,667,No,0,0.19029254306954557,Medium,Average,High,Young
29.0,female,Doctorate,108732.0,3,RENT,7200.0,PERSONAL,7.14,0.07,6.0,691,Yes,0,0.06621785674870323,Low,Good,High,Adult
30.0,male,High School,55126.0,2,MORTGAGE,9237.0,MEDICAL,9.43,0.17,6.0,643,Yes,0,0.1675615861843776,Medium,Average,Medium,Adult
35.0,female,Bachelor,26232.0,10,RENT,1484.0,MEDICAL,11.09,0.06,11.0,629,No,0,0.05657212564806344,Low,Average,Low,Adult
23.0,female,High School,83592.0,2,MORTGAGE,15000.0,EDUCATION,10.73,0.18,3.0,661,Yes,0,0.17944300890037324,Medium,Average,High,Young
30.0,female,Bachelor,78780.0,9,MORTGAGE,12000.0,VENTURE,9.12,0.15,5.0,676,Yes,0,0.15232292460015232,Medium,Good,Medium,Adult
26.0,male,High School,51629.0,7,MORTGAGE,12000.0,HOMEIMPROVEMENT,9.67,0.23,5.0,618,Yes,0,0.23242751166979797,Medium,Average,Medium,Adult
22.0,male,High School,40803.0,0,RENT,5000.0,EDUCATION,10.33,0.12,4.0,650,Yes,0,0.12254000931304071,Medium,Average,Medium,Young
24.0,male,High School,25140.0,0,RENT,3000.0,VENTURE,8.94,0.12,3.0,656,Yes,0,0.11933174224343675,Medium,Average,Low,Young
38.0,male,Associate,41648.0,14,RENT,5875.0,VENTURE,12.29,0.14,16.0,673,No,0,0.14106319631194775,Medium,Good,Medium,Adult
26.0,female,Associate,55021.0,5,RENT,2705.0,PERSONAL,11.01,0.05,5.0,557,No,0,0.049163046836662366,Low,Poor,Medium,Adult
38.0,male,Master,127266.0,13,MORTGAGE,15000.0,HOMEIMPROVEMENT,8.31,0.12,14.0,714,No,0,0.11786337277827542,Medium,Good,High,Adult
24.0,female,Associate,51376.0,0,RENT,3507.0,PERSONAL,11.25,0.07,4.0,615,Yes,0,0.0682614450327001,Low,Average,Medium,Young
31.0,male,High School,138891.0,5,RENT,7304.0,HOMEIMPROVEMENT,10.28,0.05,9.0,581,Yes,0,0.05258800066238993,Low,Average,High,Adult
31.0,male,Associate,145150.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.21,0.1,7.0,640,Yes,0,0.10334137099552188,Medium,Average,High,Adult
27.0,female,Associate,60974.0,6,RENT,4200.0,MEDICAL,12.21,0.07,5.0,642,No,0,0.06888181848000788,Low,Average,Medium,Adult
27.0,male,Bachelor,140239.0,7,MORTGAGE,18000.0,PERSONAL,8.62,0.13,9.0,456,Yes,0,0.1283523128373705,Medium,Poor,High,Adult
24.0,male,Associate,192816.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.44,0.06,4.0,660,Yes,0,0.06223549912870301,Low,Average,High,Young
26.0,female,High School,46598.0,4,RENT,7824.0,MEDICAL,12.31,0.17,4.0,612,No,0,0.16790420189707714,Medium,Average,Medium,Adult
24.0,male,High School,59790.0,0,RENT,6016.0,VENTURE,8.0,0.1,4.0,657,No,0,0.10061883258069912,Medium,Average,Medium,Young
33.0,female,Doctorate,80786.0,14,MORTGAGE,10000.0,MEDICAL,10.79,0.12,7.0,683,No,0,0.12378382392988885,Medium,Good,High,Adult
26.0,female,High School,76962.0,2,RENT,1500.0,VENTURE,7.49,0.02,3.0,662,Yes,0,0.01949013799017697,Low,Average,Medium,Adult
30.0,female,Bachelor,64980.0,11,RENT,4000.0,EDUCATION,6.65,0.06,8.0,660,No,0,0.061557402277623886,Low,Average,Medium,Adult
37.0,male,High School,97114.0,16,MORTGAGE,6000.0,VENTURE,11.2,0.06,14.0,538,Yes,0,0.061783059085198835,Low,Poor,High,Adult
28.0,male,Bachelor,127089.0,6,MORTGAGE,5502.0,PERSONAL,15.22,0.04,7.0,672,No,0,0.043292495810022896,Low,Good,High,Adult
27.0,male,Bachelor,67180.0,2,RENT,8500.0,HOMEIMPROVEMENT,10.66,0.13,3.0,704,No,0,0.12652575171181898,Medium,Good,Medium,Adult
33.0,female,Associate,87624.0,11,MORTGAGE,1709.0,HOMEIMPROVEMENT,11.93,0.02,13.0,600,Yes,0,0.019503788916278644,Low,Average,High,Adult
28.0,male,High School,111082.0,5,RENT,8000.0,PERSONAL,12.29,0.07,6.0,644,No,0,0.07201886894366324,Low,Average,High,Adult
26.0,female,High School,79355.0,5,RENT,7000.0,VENTURE,11.17,0.09,2.0,635,Yes,0,0.08821120282275849,Low,Average,Medium,Adult
28.0,female,High School,48993.0,7,RENT,5000.0,VENTURE,10.61,0.1,10.0,636,Yes,0,0.102055395668769,Medium,Average,Medium,Adult
33.0,male,Associate,62453.0,11,RENT,6489.0,EDUCATION,9.2,0.1,8.0,661,No,0,0.10390213440507262,Medium,Average,Medium,Adult
29.0,male,Bachelor,45283.0,3,RENT,3000.0,MEDICAL,11.6,0.07,5.0,677,No,0,0.06625002760417817,Low,Good,Medium,Adult
29.0,female,Associate,180742.0,8,MORTGAGE,8000.0,EDUCATION,11.01,0.04,7.0,685,No,0,0.044261986699273,Low,Good,High,Adult
37.0,female,High School,143942.0,16,MORTGAGE,5169.0,PERSONAL,10.91,0.04,10.0,617,Yes,0,0.03591029720304011,Low,Average,High,Adult
24.0,male,Bachelor,96627.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,8.53,0.1,4.0,641,Yes,0,0.10349074275306074,Medium,Average,High,Young
28.0,male,Master,55927.0,6,RENT,11392.0,DEBTCONSOLIDATION,13.16,0.2,5.0,583,Yes,0,0.20369410123911527,Medium,Average,Medium,Adult
24.0,female,High School,40523.0,0,RENT,1234.0,MEDICAL,15.66,0.03,4.0,625,Yes,0,0.030451842163709497,Low,Average,Medium,Young
29.0,male,Bachelor,55303.0,6,RENT,8641.0,MEDICAL,13.07,0.16,7.0,584,Yes,0,0.15624830479359167,Medium,Average,Medium,Adult
30.0,male,High School,47938.0,5,RENT,5154.0,DEBTCONSOLIDATION,12.09,0.11,8.0,548,Yes,0,0.10751387208477617,Medium,Poor,Medium,Adult
36.0,male,Associate,79359.0,15,RENT,10008.0,DEBTCONSOLIDATION,10.76,0.13,12.0,631,No,0,0.1261104600612407,Medium,Average,Medium,Adult
37.0,male,High School,42640.0,11,MORTGAGE,13065.0,PERSONAL,7.8,0.31,16.0,450,Yes,0,0.30640243902439024,High,Poor,Medium,Adult
26.0,female,High School,71836.0,4,MORTGAGE,10000.0,MEDICAL,8.99,0.14,5.0,642,Yes,0,0.13920596915195724,Medium,Average,Medium,Adult
45.0,female,High School,210481.0,19,MORTGAGE,12000.0,PERSONAL,11.43,0.06,18.0,644,Yes,0,0.05701227189152465,Low,Average,Very High,Middle Age
28.0,male,Bachelor,87306.0,3,RENT,8000.0,DEBTCONSOLIDATION,13.06,0.09,8.0,685,No,0,0.09163173206881543,Low,Good,High,Adult
31.0,male,Doctorate,136928.0,11,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.71,0.11,6.0,651,Yes,0,0.10954662304276701,Medium,Average,High,Adult
33.0,female,Associate,104901.0,13,RENT,2234.0,PERSONAL,11.01,0.02,10.0,627,No,0,0.02129626981630299,Low,Average,High,Adult
34.0,female,High School,126863.0,15,MORTGAGE,12000.0,VENTURE,6.92,0.09,6.0,680,Yes,0,0.09459022725302098,Low,Good,High,Adult
25.0,male,Master,60055.0,4,RENT,10918.0,EDUCATION,12.53,0.18,3.0,677,Yes,0,0.18180001665140288,Medium,Good,Medium,Young
29.0,female,Master,73071.0,6,MORTGAGE,21748.0,DEBTCONSOLIDATION,12.53,0.3,8.0,712,Yes,0,0.2976283340860259,Medium,Good,Medium,Adult
37.0,male,Doctorate,85096.0,15,MORTGAGE,5000.0,MEDICAL,11.02,0.06,16.0,675,Yes,0,0.058757168374541695,Low,Good,High,Adult
32.0,male,High School,127937.0,7,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.41,0.12,7.0,476,Yes,0,0.11724520662513581,Medium,Poor,High,Adult
28.0,male,Bachelor,66411.0,6,RENT,5000.0,PERSONAL,10.83,0.08,6.0,588,Yes,0,0.07528873228832574,Low,Average,Medium,Adult
22.0,male,Bachelor,75295.0,0,RENT,12542.0,MEDICAL,9.98,0.17,2.0,606,Yes,0,0.1665714854904044,Medium,Average,Medium,Young
41.0,male,Associate,58484.0,18,RENT,7500.0,MEDICAL,11.26,0.13,15.0,652,Yes,0,0.12824020244853293,Medium,Average,Medium,Middle Age
26.0,female,Bachelor,88548.0,4,MORTGAGE,20036.0,PERSONAL,13.1,0.23,3.0,610,Yes,0,0.22627275601933414,Medium,Average,High,Adult
27.0,female,Associate,63125.0,4,RENT,6000.0,MEDICAL,9.75,0.1,7.0,652,Yes,0,0.09504950495049505,Low,Average,Medium,Adult
38.0,male,High School,87463.0,14,MORTGAGE,4069.0,VENTURE,9.55,0.05,11.0,610,No,0,0.04652252952677132,Low,Average,High,Adult
24.0,male,High School,123299.0,2,MORTGAGE,25000.0,PERSONAL,11.58,0.2,5.0,581,Yes,0,0.20275914646509705,Medium,Average,High,Young
30.0,male,Bachelor,132844.0,5,MORTGAGE,12000.0,VENTURE,10.66,0.09,7.0,680,No,0,0.09033151666616482,Low,Good,High,Adult
30.0,male,Bachelor,46556.0,9,RENT,6000.0,DEBTCONSOLIDATION,11.58,0.13,8.0,634,Yes,0,0.12887705129306642,Medium,Average,Medium,Adult
25.0,male,Bachelor,126646.0,5,MORTGAGE,12000.0,VENTURE,14.77,0.09,3.0,505,Yes,0,0.09475230169132859,Low,Poor,High,Young
31.0,male,High School,44674.0,9,RENT,7789.0,VENTURE,7.78,0.17,9.0,680,No,0,0.17435197206428796,Medium,Good,Medium,Adult
25.0,female,Master,51826.0,0,OWN,8000.0,HOMEIMPROVEMENT,8.03,0.15,4.0,616,Yes,0,0.15436267510515958,Medium,Average,Medium,Young
33.0,male,Master,153094.0,8,MORTGAGE,24250.0,MEDICAL,10.73,0.16,7.0,725,No,0,0.1583994147386573,Medium,Good,High,Adult
32.0,female,Bachelor,90859.0,7,MORTGAGE,12000.0,MEDICAL,6.81,0.13,10.0,679,Yes,0,0.13207277209742568,Medium,Good,High,Adult
24.0,male,Associate,118515.0,2,MORTGAGE,12000.0,MEDICAL,7.49,0.1,2.0,557,Yes,0,0.1012530059486141,Medium,Poor,High,Young
45.0,male,Associate,62716.0,21,RENT,9980.0,PERSONAL,7.9,0.16,17.0,627,Yes,0,0.15913004655909177,Medium,Average,Medium,Middle Age
21.0,male,Master,33984.0,0,RENT,7500.0,EDUCATION,6.76,0.22,4.0,557,No,0,0.22069209039548024,Medium,Poor,Low,Young
26.0,male,High School,211051.0,0,MORTGAGE,20156.0,PERSONAL,14.14,0.1,3.0,645,Yes,0,0.09550298269138739,Low,Average,Very High,Adult
43.0,female,Master,421143.0,20,MORTGAGE,18000.0,DEBTCONSOLIDATION,11.49,0.04,15.0,633,No,0,0.04274082675005877,Low,Average,Very High,Middle Age
28.0,male,High School,55542.0,3,MORTGAGE,6473.0,MEDICAL,10.42,0.12,5.0,652,No,0,0.1165424363544705,Medium,Average,Medium,Adult
26.0,male,Associate,53735.0,3,RENT,4500.0,EDUCATION,6.57,0.08,3.0,660,Yes,0,0.08374430073508886,Low,Average,Medium,Adult
37.0,female,Associate,37104.0,14,MORTGAGE,6500.0,DEBTCONSOLIDATION,10.12,0.18,11.0,603,Yes,0,0.1751832686502803,Medium,Average,Low,Adult
26.0,male,Associate,70148.0,5,RENT,3123.0,EDUCATION,9.9,0.04,8.0,650,Yes,0,0.04452015738153618,Low,Average,Medium,Adult
36.0,male,Bachelor,74324.0,11,MORTGAGE,10000.0,PERSONAL,10.25,0.13,14.0,659,Yes,0,0.1345460416554545,Medium,Average,Medium,Adult
23.0,female,Bachelor,97332.0,0,RENT,6978.0,EDUCATION,8.01,0.07,3.0,708,No,0,0.07169276291456048,Low,Good,High,Young
26.0,female,Associate,15656.0,5,RENT,1500.0,VENTURE,13.8,0.1,5.0,682,Yes,0,0.09580991313234542,Low,Good,Low,Adult
24.0,female,High School,162768.0,2,MORTGAGE,12254.0,VENTURE,12.73,0.08,2.0,646,Yes,0,0.07528506831809692,Low,Average,High,Young
25.0,female,High School,95461.0,5,MORTGAGE,7132.0,VENTURE,8.22,0.07,5.0,567,Yes,0,0.07471113858015316,Low,Poor,High,Young
25.0,male,Associate,59491.0,2,RENT,8000.0,MEDICAL,16.46,0.13,3.0,694,Yes,0,0.13447412213612142,Medium,Good,Medium,Young
24.0,female,Associate,71867.0,2,MORTGAGE,3947.0,MEDICAL,7.42,0.05,3.0,543,Yes,0,0.05492089554315611,Low,Poor,Medium,Young
32.0,male,High School,52632.0,7,RENT,12000.0,VENTURE,8.05,0.23,7.0,634,Yes,0,0.22799817601459188,Medium,Average,Medium,Adult
26.0,male,Associate,130597.0,4,MORTGAGE,4241.0,DEBTCONSOLIDATION,11.01,0.03,6.0,673,Yes,0,0.03247394656845104,Low,Good,High,Adult
28.0,female,Associate,132817.0,4,RENT,3506.0,HOMEIMPROVEMENT,11.16,0.03,10.0,505,Yes,0,0.0263972232470241,Low,Poor,High,Adult
28.0,female,Associate,96845.0,6,MORTGAGE,17000.0,VENTURE,13.54,0.18,8.0,668,Yes,0,0.17553823119417625,Medium,Average,High,Adult
25.0,male,Bachelor,96623.0,4,RENT,10000.0,VENTURE,10.44,0.1,4.0,549,Yes,0,0.10349502706394957,Medium,Poor,High,Young
28.0,male,Associate,58670.0,6,RENT,3600.0,VENTURE,13.18,0.06,6.0,683,Yes,0,0.06136014999147776,Low,Good,Medium,Adult
28.0,male,Associate,71728.0,4,MORTGAGE,5483.0,EDUCATION,6.95,0.08,9.0,569,Yes,0,0.07644155699308498,Low,Poor,Medium,Adult
25.0,male,Master,39012.0,3,RENT,1500.0,VENTURE,11.05,0.04,4.0,651,No,0,0.03844970778222086,Low,Average,Low,Young
26.0,male,Associate,75459.0,4,RENT,4170.0,MEDICAL,13.23,0.06,5.0,553,Yes,0,0.055261797797479424,Low,Poor,Medium,Adult
25.0,female,Bachelor,98340.0,1,RENT,18000.0,DEBTCONSOLIDATION,13.24,0.18,4.0,594,No,0,0.18303843807199513,Medium,Average,High,Young
24.0,male,Bachelor,182130.0,0,RENT,2424.0,EDUCATION,7.62,0.01,3.0,661,Yes,0,0.01330917476527755,Low,Average,High,Young
30.0,male,Bachelor,60902.0,9,RENT,10000.0,MEDICAL,12.33,0.16,7.0,639,No,0,0.1641982200912942,Medium,Average,Medium,Adult
27.0,female,Bachelor,68644.0,3,RENT,10000.0,EDUCATION,10.56,0.15,10.0,578,No,0,0.14567915622632713,Medium,Poor,Medium,Adult
27.0,female,Master,46705.0,7,MORTGAGE,4905.0,MEDICAL,10.69,0.11,5.0,671,No,0,0.10502087570923883,Medium,Good,Medium,Adult
24.0,male,Bachelor,58456.0,4,RENT,7500.0,VENTURE,11.84,0.13,3.0,630,No,0,0.12830162857533872,Medium,Average,Medium,Young
24.0,female,Master,58670.0,0,MORTGAGE,20000.0,HOMEIMPROVEMENT,12.03,0.34,3.0,501,Yes,0,0.34088972217487645,High,Poor,Medium,Young
34.0,female,Doctorate,55108.0,12,RENT,5487.0,EDUCATION,7.72,0.1,7.0,657,Yes,0,0.09956812078101183,Low,Average,Medium,Adult
29.0,male,Master,76121.0,7,MORTGAGE,6000.0,MEDICAL,5.95,0.08,8.0,691,No,0,0.07882187569790203,Low,Good,Medium,Adult
27.0,female,High School,70551.0,5,MORTGAGE,4533.0,EDUCATION,14.48,0.06,7.0,571,Yes,0,0.06425139260960157,Low,Poor,Medium,Adult
37.0,female,Bachelor,48754.0,11,OWN,5000.0,PERSONAL,12.48,0.1,13.0,630,Yes,0,0.10255568773844198,Medium,Average,Medium,Adult
24.0,female,High School,24933.0,0,RENT,3000.0,EDUCATION,9.35,0.12,3.0,644,Yes,0,0.12032246420406689,Medium,Average,Low,Young
27.0,female,Master,77837.0,6,RENT,13000.0,EDUCATION,12.57,0.17,6.0,638,No,0,0.16701568662718244,Medium,Average,Medium,Adult
26.0,female,Bachelor,88660.0,5,MORTGAGE,12000.0,EDUCATION,7.46,0.14,4.0,698,No,0,0.13534852244529663,Medium,Good,High,Adult
28.0,female,High School,119034.0,4,MORTGAGE,1448.0,DEBTCONSOLIDATION,6.05,0.01,5.0,644,Yes,0,0.01216459162928239,Low,Average,High,Adult
26.0,female,High School,84921.0,0,RENT,6500.0,VENTURE,10.83,0.08,6.0,699,No,0,0.0765417270168745,Low,Good,High,Adult
26.0,female,High School,91187.0,5,RENT,4983.0,VENTURE,7.08,0.05,5.0,633,Yes,0,0.05464594733898472,Low,Average,High,Adult
24.0,male,High School,73130.0,2,MORTGAGE,7200.0,DEBTCONSOLIDATION,9.76,0.1,4.0,655,No,0,0.09845480650895665,Low,Average,Medium,Young
